ICRISAT accession identifier,Accession identifier,Crop,Genotype / Sequencing info,DOI,Mission code,Collectors number,Alternate accession identifier,Local name,Genus,Species,SPAUTHOR,SUBTAXA,SUBTAUTHOR,Cultivar name,Biological status,Collecting source,Donor cooperator code,Donor country,Acquisition Date,Collection Date,Country Source,Province,Collection site,Latitude,Longitude,Elevation,Ec No,FAO in trust,Core,Mini core,Remarks,Registered Date,Temperature,Humidity,Rainfall
9799,ICC 9799,Chickpea,NULL,10.18730/MKTG7,ICRISAT-MISN-N/A,NULL,NEC 2556-2; 331C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Ghazni,Wagh,33.601411,67.685601,3204,NULL,Yes,No,No,NULL,NULL,13,94,197
9800,ICC 9800,Chickpea,NULL,10.18730/MKTH8,ICRISAT-MISN-N/A,NULL,NEC 2557-2; 336C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Ghazni,Wagh,33.601411,67.685601,3204,NULL,Yes,No,No,NULL,NULL,4.6,94,228.3
9801,ICC 9801,Chickpea,NULL,10.18730/MKTJ9,ICRISAT-MISN-N/A,NULL,NEC 2563-1; 366C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Ghazni,Mukur,32.927783,67.769351,NULL,NULL,Yes,No,No,NULL,NULL,4.6,89,228.3
9802,ICC 9802,Chickpea,NULL,10.18730/MKTKA,ICRISAT-MISN-N/A,NULL,NEC 2572-2; 400C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Herat,Herat,34.190954,62.489856,NULL,NULL,Yes,No,No,NULL,NULL,13.7,93,206.1
9803,ICC 9803,Chickpea,NULL,10.18730/MKTMB,ICRISAT-MISN-N/A,NULL,NEC 2573-2; 405C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,NULL,Kandahar,31.616667,65.716667,NULL,NULL,Yes,No,No,NULL,NULL,11.6,86,209.3
9804,ICC 9804,Chickpea,NULL,10.18730/MKTNC,ICRISAT-MISN-N/A,NULL,NEC 2579-2; 423C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Helmand,Girishk,31.818888,64.564724,NULL,NULL,Yes,No,No,NULL,NULL,8.9,86,175
9805,ICC 9805,Chickpea,NULL,10.18730/MKTPD,ICRISAT-MISN-N/A,NULL,NEC 2581-2; 431C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Kandahar,Kandahar,31.616944,65.716944,1000,NULL,Yes,No,No,NULL,NULL,12.3,87,174.3
9806,ICC 9806,Chickpea,NULL,10.18730/MKTQE,ICRISAT-MISN-N/A,NULL,NEC 2583-1; 435C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Helmand,Girishk,31.818888,64.564724,NULL,NULL,Yes,No,No,NULL,NULL,9,86,204.6
9807,ICC 9807,Chickpea,SRR13555540,10.18730/MKTRF,ICRISAT-MISN-N/A,NULL,NEC 2585-2; 448C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Yazd,Herat,34.190954,62.489856,NULL,NULL,Yes,Yes,No,NULL,NULL,12.3,93,174.3
9808,ICC 9808,Chickpea,NULL,10.18730/MKTSG,ICRISAT-MISN-N/A,NULL,NEC 2586-2; 449C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Yazd,Herat,34.190954,62.489856,NULL,NULL,Yes,No,No,NULL,NULL,11.6,93,209.3
9809,ICC 9809,Chickpea,NULL,10.18730/MKTTH,ICRISAT-MISN-N/A,NULL,NEC 2590-1; 472C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Yazd,Herat,34.190954,62.489856,NULL,NULL,Yes,No,No,NULL,NULL,11.6,93,209.3
9810,ICC 9810,Chickpea,NULL,10.18730/MKTVJ,ICRISAT-MISN-N/A,NULL,NEC 2607-1; 517C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badghis,Karokh,34.479999,62.590001,NULL,NULL,Yes,No,No,NULL,NULL,11.6,89,209.3
9811,ICC 9811,Chickpea,NULL,10.18730/MKTWK,ICRISAT-MISN-N/A,NULL,NEC 2608-2; 520C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Herat,Kushk,33.279998,62.950001,1115,NULL,Yes,No,No,NULL,NULL,8.7,94,176.8
9812,ICC 9812,Chickpea,NULL,10.18730/MKTXM,ICRISAT-MISN-N/A,NULL,NEC 2612-2; 526C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badghis,Qala-i-Naw; Qala i Naw district,34.979999,63.110006,905,NULL,Yes,No,No,NULL,NULL,10.6,93,234.6
9813,ICC 9813,Chickpea,NULL,10.18730/MKTYN,ICRISAT-MISN-N/A,NULL,NEC 2613-1; 528C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badghis,Qala-i-Naw; Qala i Naw district,34.979999,63.110006,905,NULL,Yes,No,No,NULL,NULL,9.8,93,211.3
9814,ICC 9814,Chickpea,NULL,10.18730/MKTZP,ICRISAT-MISN-N/A,NULL,NEC 2616-1; 539C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badghis,Balamurghab; Murghab district,35.580278,63.327778,535,NULL,Yes,No,No,NULL,NULL,9.8,92,211.3
9815,ICC 9815,Chickpea,NULL,10.18730/MKV0Q,ICRISAT-MISN-N/A,NULL,NEC 2617-2; 541C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badghis,Balamurghab; Murghab district,35.580278,63.327778,535,NULL,Yes,No,No,NULL,NULL,6.7,92,207.8
9816,ICC 9816,Chickpea,SRR13015103,10.18730/MKV1R,ICRISAT-MISN-N/A,NULL,NEC 2618-2; 547C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badghis,Balamurghab; Murghab district,35.580278,63.327778,535,NULL,Yes,No,No,NULL,NULL,6.7,92,207.8
9817,ICC 9817,Chickpea,NULL,10.18730/MKV2S,ICRISAT-MISN-N/A,NULL,NEC 2621-2; 551C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badghis,Gahoor-Mash,35.722168,63.780605,NULL,NULL,Yes,No,No,NULL,NULL,6.7,87,207.8
9818,ICC 9818,Chickpea,NULL,10.18730/MKV3T,ICRISAT-MISN-N/A,NULL,NEC 2622-2; 554C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Kohistan,35.360233,64.954868,1900,NULL,Yes,No,No,NULL,NULL,8.2,90,185.9
9819,ICC 9819,Chickpea,NULL,10.18730/MKV4V,ICRISAT-MISN-N/A,NULL,NEC 2624-2; 559C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Chechaktu,35.719339,64.105812,998,NULL,Yes,No,No,NULL,NULL,5.4,90,167.2
9820,ICC 9820,Chickpea,NULL,10.18730/MKV5W,ICRISAT-MISN-N/A,NULL,NEC 2625-2; 561C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Chechaktu,35.719339,64.105812,998,NULL,Yes,No,No,NULL,NULL,10.8,90,265.4
9821,ICC 9821,Chickpea,SRR13555486,10.18730/MKV6X,ICRISAT-MISN-N/A,NULL,NEC 2626-2; 562C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Chechaktu,35.719339,64.105812,998,NULL,Yes,Yes,No,NULL,NULL,10.8,90,265.4
9822,ICC 9822,Chickpea,NULL,10.18730/MKV7Y,ICRISAT-MISN-N/A,NULL,NEC 2627-2; 563C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Qaisar,35.680001,64.279998,NULL,NULL,Yes,No,No,NULL,NULL,10.8,91,265.4
9823,ICC 9823,Chickpea,NULL,10.18730/MKV8Z,ICRISAT-MISN-N/A,NULL,NEC 2628-2; 571C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Kohistan,35.360233,64.954868,1900,NULL,Yes,No,No,NULL,NULL,10.3,90,227.8
9824,ICC 9824,Chickpea,NULL,10.18730/MKV9*,ICRISAT-MISN-N/A,NULL,NEC 2629-1; 574C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Qaisar,35.680001,64.279998,NULL,NULL,Yes,No,No,NULL,NULL,5.4,91,167.2
9825,ICC 9825,Chickpea,NULL,10.18730/MKVA~,ICRISAT-MISN-N/A,NULL,NEC 2630-2; 576C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Qaisar,35.680001,64.279998,NULL,NULL,Yes,No,No,NULL,NULL,10.3,91,227.8
9826,ICC 9826,Chickpea,NULL,10.18730/MKVB$,ICRISAT-MISN-N/A,NULL,NEC 2632-2; 581C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Almar; Almar district,35.844665,64.529606,845,NULL,Yes,No,No,NULL,NULL,10.3,87,227.8
9827,ICC 9827,Chickpea,NULL,10.18730/MKVC=,ICRISAT-MISN-N/A,NULL,NEC 2633-2; 589C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Maimana,35.920171,64.776314,877,NULL,Yes,No,No,NULL,NULL,9.2,89,213.2
9828,ICC 9828,Chickpea,NULL,10.18730/MKVDU,ICRISAT-MISN-N/A,NULL,NEC 2634-2; 595C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Maimana,35.920171,64.776314,877,NULL,Yes,No,No,NULL,NULL,11.7,89,221
9829,ICC 9829,Chickpea,NULL,10.18730/MKVE0,ICRISAT-MISN-N/A,NULL,NEC 2635-2; 596C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Maimana,35.920171,64.776314,877,NULL,Yes,No,No,NULL,NULL,11.7,89,221
9830,ICC 9830,Chickpea,NULL,10.18730/MKVF1,ICRISAT-MISN-N/A,NULL,NEC 2636-2; 603C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Maimana,35.920171,64.776314,877,NULL,Yes,No,No,NULL,NULL,11.7,89,221
9831,ICC 9831,Chickpea,NULL,10.18730/MKVG2,ICRISAT-MISN-N/A,NULL,NEC 2637-2; 607C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Faryab,Maimana,35.920171,64.776314,877,NULL,Yes,No,No,NULL,NULL,11.7,89,221
9832,ICC 9832,Chickpea,NULL,10.18730/MKVH3,ICRISAT-MISN-N/A,NULL,NEC 2644-2; 646C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Balkh,Mazar-I-Sharif; Mazar-I-Sharif district,36.707529,67.106626,357,NULL,Yes,No,No,NULL,NULL,11.7,95,221
9833,ICC 9833,Chickpea,NULL,10.18730/MKVJ4,ICRISAT-MISN-N/A,NULL,NEC 2651-1; 675C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Balkh,Mazar-I-Sharif; Mazar-I-Sharif district,36.707529,67.106626,357,NULL,Yes,No,No,NULL,NULL,9.6,95,219.7
9834,ICC 9834,Chickpea,NULL,10.18730/MKVK5,ICRISAT-MISN-N/A,NULL,NEC 2658-2; 703C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Samangan,Khulm,36.686902,67.693977,470,NULL,Yes,No,No,NULL,NULL,9.6,89,219.7
9835,ICC 9835,Chickpea,NULL,10.18730/MKVM6,ICRISAT-MISN-N/A,NULL,NEC 2660-2; 713C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Samangan,Khulm,36.686902,67.693977,470,NULL,Yes,No,No,NULL,NULL,9.3,89,200.2
9836,ICC 9836,Chickpea,NULL,10.18730/MKVN7,ICRISAT-MISN-N/A,NULL,NEC 2666-2; 723C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Samangan,Darra-i-Suf,35.900011,67.279998,NULL,NULL,Yes,No,No,NULL,NULL,9.3,85,200.2
9837,ICC 9837,Chickpea,NULL,10.18730/MKVP8,ICRISAT-MISN-N/A,NULL,NEC 2667-2; 726C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Samangan,NULL,35.984893,67.711025,NULL,NULL,Yes,No,No,NULL,NULL,5.7,92,255.9
9838,ICC 9838,Chickpea,NULL,10.18730/MKVQ9,ICRISAT-MISN-N/A,NULL,NEC 2671-2; 731C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Balkh,Mazar-I-Sharif; Mazar-I-Sharif district,36.707529,67.106626,357,NULL,Yes,No,No,NULL,NULL,11.7,95,199.6
9839,ICC 9839,Chickpea,SRR13015102,10.18730/MKVRA,ICRISAT-MISN-N/A,NULL,NEC 2673-2; 735C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Umbarco,36.699149,69.830947,NULL,NULL,Yes,Yes,No,NULL,NULL,9.6,86,219.7
9840,ICC 9840,Chickpea,NULL,10.18730/MKVSB,ICRISAT-MISN-N/A,NULL,NEC 2674-1; 740C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Umbarco,36.699149,69.830947,NULL,NULL,Yes,No,No,NULL,NULL,9.8,86,180.3
9841,ICC 9841,Chickpea,NULL,10.18730/MKVTC,ICRISAT-MISN-N/A,NULL,NEC 2675-2; 741C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Kunduz,Khan Abad; Khan Abad district,36.685036,69.163611,522,NULL,Yes,No,No,NULL,NULL,9.8,93,180.3
9842,ICC 9842,Chickpea,NULL,10.18730/MKVVD,ICRISAT-MISN-N/A,NULL,NEC 2676-1; 742C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Kunduz,Khan Abad; Khan Abad district,36.685036,69.163611,522,NULL,Yes,No,No,NULL,NULL,12.1,93,266.6
9843,ICC 9843,Chickpea,SRR13015101,10.18730/MKVWE,ICRISAT-MISN-N/A,NULL,NEC 2679-1; 746C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Chah Ab; Chah Ab district,37.396191,69.810301,1020,NULL,Yes,Yes,No,NULL,NULL,12.1,94,266.6
9844,ICC 9844,Chickpea,NULL,10.18730/MKVXF,ICRISAT-MISN-N/A,NULL,NEC 2680-2; 747C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Taluqan,36.770449,69.530221,835,NULL,Yes,No,No,NULL,NULL,6.7,94,175
9845,ICC 9845,Chickpea,NULL,10.18730/MKVYG,ICRISAT-MISN-N/A,NULL,NEC 2684-2; 752C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Kishm,36.658372,70.319621,NULL,NULL,Yes,No,No,NULL,NULL,3.7,88,193.6
9846,ICC 9846,Chickpea,NULL,10.18730/MKVZH,ICRISAT-MISN-N/A,NULL,NEC 2685-1; 753C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Ashakchi Village,36.5833,69.1333,1110,NULL,Yes,No,No,NULL,NULL,11.2,88,253.5
9847,ICC 9847,Chickpea,NULL,10.18730/MKW0J,ICRISAT-MISN-N/A,NULL,NEC 2686-2; 754C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Kunduz,Dehabad,36.819089,68.694912,NULL,NULL,Yes,No,No,NULL,NULL,2.9,93,206.6
9848,ICC 9848,Chickpea,SRR13556382,10.18730/MKW1K,ICRISAT-MISN-N/A,NULL,NEC 2687-2; 755C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Kunduz,Lalakay,36.529998,69.129997,1115,NULL,Yes,Yes,Yes,NULL,NULL,8.5,94,182.7
9849,ICC 9849,Chickpea,NULL,10.18730/MKW2M,ICRISAT-MISN-N/A,NULL,NEC 2690-1; 758C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Kunduz,Dehabad,36.819089,68.694912,NULL,NULL,Yes,No,No,NULL,NULL,9,93,220.3
9850,ICC 9850,Chickpea,NULL,10.18730/MKW3N,ICRISAT-MISN-N/A,NULL,NEC 2691-2; 759C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Taluqan,36.770449,69.530221,835,NULL,Yes,No,No,NULL,NULL,8.5,94,182.7
9851,ICC 9851,Chickpea,NULL,10.18730/MKW4P,ICRISAT-MISN-N/A,NULL,NEC 2692-2; 760C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Kalafgan; Kalafgan district,36.768188,69.941331,1620,NULL,Yes,No,No,NULL,NULL,3.7,93,193.6
9852,ICC 9852,Chickpea,NULL,10.18730/MKW5Q,ICRISAT-MISN-N/A,NULL,NEC 2693-1; 762C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Taluqan,36.770449,69.530221,835,NULL,Yes,No,No,NULL,NULL,12.3,94,248.1
9853,ICC 9853,Chickpea,NULL,10.18730/MKW6R,ICRISAT-MISN-N/A,NULL,NEC 2696-2; 765C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Taluqan,36.770449,69.530221,835,NULL,Yes,No,No,NULL,NULL,3.7,94,193.6
9854,ICC 9854,Chickpea,NULL,10.18730/MKW7S,ICRISAT-MISN-N/A,NULL,NEC 2697-2; 766C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Tudan Af Tala,36.675277,69.691666,NULL,NULL,Yes,No,No,NULL,NULL,3.7,93,193.6
9855,ICC 9855,Chickpea,NULL,10.18730/MKW8T,ICRISAT-MISN-N/A,NULL,NEC 2699-1; 770C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Taluqan,36.770449,69.530221,835,NULL,Yes,No,No,NULL,NULL,8.4,94,227.5
9856,ICC 9856,Chickpea,NULL,10.18730/MKW9V,ICRISAT-MISN-N/A,NULL,NEC 2701-2; 772C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Taluqan,36.770449,69.530221,835,NULL,Yes,No,No,NULL,NULL,3.7,94,193.6
9857,ICC 9857,Chickpea,NULL,10.18730/MKWAW,ICRISAT-MISN-N/A,NULL,NEC 2707-1; 778C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Takhar,Taluqan,36.770449,69.530221,835,NULL,Yes,No,No,NULL,NULL,3.7,94,193.6
9858,ICC 9858,Chickpea,SRR13015100,10.18730/MKWBX,ICRISAT-MISN-N/A,NULL,NEC 2711-2; 782C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Astena-Teba,37.549999,70.790009,NULL,NULL,Yes,Yes,No,NULL,NULL,3.7,89,193.6
9859,ICC 9859,Chickpea,NULL,10.18730/MKWCY,ICRISAT-MISN-N/A,NULL,783C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Astena-Teba,37.549999,70.790009,NULL,NULL,Yes,No,No,NULL,NULL,6,89,253.6
9860,ICC 9860,Chickpea,NULL,10.18730/MKWDZ,ICRISAT-MISN-N/A,NULL,NEC 2712-2; 784C 2,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Astena-Teba,37.549999,70.790009,NULL,NULL,Yes,No,No,NULL,NULL,6,89,253.6
9861,ICC 9861,Chickpea,NULL,10.18730/MKWE*,ICRISAT-MISN-N/A,NULL,NEC 2713-1; 786C 1,NULL,Cicer,arietinum,L.,NULL,NULL,NULL,Traditional cultivar/Landrace,"Institute, Experimental station, Research",ICRISAT-COOP-1042,Lebanon,00:00.0,NULL,Afghanistan,Badakhshan,Astena-Teba,37.549999,70.790009,NULL,NULL,Yes,No,No,NULL,NULL,6,89,253.6
